rl,toChoose,exp
SRX10229640,tissue_genotype,SRX8908681
SRX10229640,tissue_genotype,SRX8908682
SRX10229640,tissue_genotype,SRX10229653
SRX10229640,tissue_genotype,SRX10229654
SRX10229640,tissue_genotype,SRX10229655
SRX10229640,tissue_genotype,SRX10229656
SRX10229640,tissue_genotype,SRX10229657
SRX10229640,tissue_genotype,SRX10229658
SRX10229640,tissue_genotype,SRX10229659
SRX10229640,tissue_genotype,SRX10229660
SRX10229640,tissue_genotype,SRX10229661
SRX10229640,tissue_genotype,SRX10229662
SRX10229641,tissue_genotype,SRX1025885
SRX10229641,tissue_genotype,SRX1025886
SRX10229641,tissue_genotype,SRX8908671
SRX10229641,tissue_genotype,SRX8908672
SRX10229641,tissue_genotype,SRX8908673
SRX10229641,tissue_genotype,SRX8908674
SRX10229641,tissue_genotype,SRX8908675
SRX10229641,tissue_genotype,SRX8908676
SRX10229641,tissue_genotype,SRX8908677
SRX10229641,tissue_genotype,SRX8908678
SRX10229641,tissue_genotype,SRX8908679
SRX10229641,tissue_genotype,SRX8908680
SRX10229641,tissue_genotype,SRX8908681
SRX10229641,tissue_genotype,SRX8908682
SRX10229641,tissue_genotype,SRX10229653
SRX10229641,tissue_genotype,SRX10229654
SRX10229641,tissue_genotype,SRX10229655
SRX10229641,tissue_genotype,SRX10229656
SRX10229641,tissue_genotype,SRX10229657
SRX10229641,tissue_genotype,SRX10229658
SRX10229641,tissue_genotype,SRX10229659
SRX10229641,tissue_genotype,SRX10229660
SRX10229641,tissue_genotype,SRX10229661
SRX10229641,tissue_genotype,SRX10229662
SRX10229642,tissue_genotype,SRX1025885
SRX10229642,tissue_genotype,SRX1025886
SRX10229642,tissue_genotype,SRX8908671
SRX10229642,tissue_genotype,SRX8908672
SRX10229642,tissue_genotype,SRX8908673
SRX10229642,tissue_genotype,SRX8908674
SRX10229642,tissue_genotype,SRX8908675
SRX10229642,tissue_genotype,SRX8908676
SRX10229642,tissue_genotype,SRX8908677
SRX10229642,tissue_genotype,SRX8908678
SRX10229642,tissue_genotype,SRX8908679
SRX10229642,tissue_genotype,SRX8908680
SRX10229642,tissue_genotype,SRX8908681
SRX10229642,tissue_genotype,SRX8908682
SRX10229642,tissue_genotype,SRX10229653
SRX10229642,tissue_genotype,SRX10229654
SRX10229642,tissue_genotype,SRX10229655
SRX10229642,tissue_genotype,SRX10229656
SRX10229642,tissue_genotype,SRX10229657
SRX10229642,tissue_genotype,SRX10229658
SRX10229642,tissue_genotype,SRX10229659
SRX10229642,tissue_genotype,SRX10229660
SRX10229642,tissue_genotype,SRX10229661
SRX10229642,tissue_genotype,SRX10229662
SRX10229643,tissue_genotype,SRX1025885
SRX10229643,tissue_genotype,SRX1025886
SRX10229643,tissue_genotype,SRX8908671
SRX10229643,tissue_genotype,SRX8908672
SRX10229643,tissue_genotype,SRX8908673
SRX10229643,tissue_genotype,SRX8908674
SRX10229643,tissue_genotype,SRX8908675
SRX10229643,tissue_genotype,SRX8908676
SRX10229643,tissue_genotype,SRX8908677
SRX10229643,tissue_genotype,SRX8908678
SRX10229643,tissue_genotype,SRX8908679
SRX10229643,tissue_genotype,SRX8908680
SRX10229643,tissue_genotype,SRX8908681
SRX10229643,tissue_genotype,SRX8908682
SRX10229643,tissue_genotype,SRX10229653
SRX10229643,tissue_genotype,SRX10229654
SRX10229643,tissue_genotype,SRX10229655
SRX10229643,tissue_genotype,SRX10229656
SRX10229643,tissue_genotype,SRX10229657
SRX10229643,tissue_genotype,SRX10229658
SRX10229643,tissue_genotype,SRX10229659
SRX10229643,tissue_genotype,SRX10229660
SRX10229643,tissue_genotype,SRX10229661
SRX10229643,tissue_genotype,SRX10229662
SRX10229644,tissue_genotype,SRX1025885
SRX10229644,tissue_genotype,SRX1025886
SRX10229644,tissue_genotype,SRX8908671
SRX10229644,tissue_genotype,SRX8908672
SRX10229644,tissue_genotype,SRX8908673
SRX10229644,tissue_genotype,SRX8908674
SRX10229644,tissue_genotype,SRX8908675
SRX10229644,tissue_genotype,SRX8908676
SRX10229644,tissue_genotype,SRX8908677
SRX10229644,tissue_genotype,SRX8908678
SRX10229644,tissue_genotype,SRX8908679
SRX10229644,tissue_genotype,SRX8908680
SRX10229644,tissue_genotype,SRX8908681
SRX10229644,tissue_genotype,SRX8908682
SRX10229644,tissue_genotype,SRX10229653
SRX10229644,tissue_genotype,SRX10229654
SRX10229644,tissue_genotype,SRX10229655
SRX10229644,tissue_genotype,SRX10229656
SRX10229644,tissue_genotype,SRX10229657
SRX10229644,tissue_genotype,SRX10229658
SRX10229644,tissue_genotype,SRX10229659
SRX10229644,tissue_genotype,SRX10229660
SRX10229644,tissue_genotype,SRX10229661
SRX10229644,tissue_genotype,SRX10229662
SRX10229645,tissue_genotype,SRX1025885
SRX10229645,tissue_genotype,SRX1025886
SRX10229645,tissue_genotype,SRX8908671
SRX10229645,tissue_genotype,SRX8908672
SRX10229645,tissue_genotype,SRX8908673
SRX10229645,tissue_genotype,SRX8908674
SRX10229645,tissue_genotype,SRX8908675
SRX10229645,tissue_genotype,SRX8908676
SRX10229645,tissue_genotype,SRX8908677
SRX10229645,tissue_genotype,SRX8908678
SRX10229645,tissue_genotype,SRX8908679
SRX10229645,tissue_genotype,SRX8908680
SRX10229645,tissue_genotype,SRX8908681
SRX10229645,tissue_genotype,SRX8908682
SRX10229645,tissue_genotype,SRX10229653
SRX10229645,tissue_genotype,SRX10229654
SRX10229645,tissue_genotype,SRX10229655
SRX10229645,tissue_genotype,SRX10229656
SRX10229645,tissue_genotype,SRX10229657
SRX10229645,tissue_genotype,SRX10229658
SRX10229645,tissue_genotype,SRX10229659
SRX10229645,tissue_genotype,SRX10229660
SRX10229645,tissue_genotype,SRX10229661
SRX10229645,tissue_genotype,SRX10229662
SRX10229646,tissue_genotype,SRX1025885
SRX10229646,tissue_genotype,SRX1025886
SRX10229646,tissue_genotype,SRX8908671
SRX10229646,tissue_genotype,SRX8908672
SRX10229646,tissue_genotype,SRX8908673
SRX10229646,tissue_genotype,SRX8908674
SRX10229646,tissue_genotype,SRX8908675
SRX10229646,tissue_genotype,SRX8908676
SRX10229646,tissue_genotype,SRX8908677
SRX10229646,tissue_genotype,SRX8908678
SRX10229646,tissue_genotype,SRX8908679
SRX10229646,tissue_genotype,SRX8908680
SRX10229646,tissue_genotype,SRX8908681
SRX10229646,tissue_genotype,SRX8908682
SRX10229646,tissue_genotype,SRX10229653
SRX10229646,tissue_genotype,SRX10229654
SRX10229646,tissue_genotype,SRX10229655
SRX10229646,tissue_genotype,SRX10229656
SRX10229646,tissue_genotype,SRX10229657
SRX10229646,tissue_genotype,SRX10229658
SRX10229646,tissue_genotype,SRX10229659
SRX10229646,tissue_genotype,SRX10229660
SRX10229646,tissue_genotype,SRX10229661
SRX10229646,tissue_genotype,SRX10229662
SRX10229647,tissue_genotype,SRX1025885
SRX10229647,tissue_genotype,SRX1025886
SRX10229647,tissue_genotype,SRX8908671
SRX10229647,tissue_genotype,SRX8908672
SRX10229647,tissue_genotype,SRX8908673
SRX10229647,tissue_genotype,SRX8908674
SRX10229647,tissue_genotype,SRX8908675
SRX10229647,tissue_genotype,SRX8908676
SRX10229647,tissue_genotype,SRX8908677
SRX10229647,tissue_genotype,SRX8908678
SRX10229647,tissue_genotype,SRX8908679
SRX10229647,tissue_genotype,SRX8908680
SRX10229647,tissue_genotype,SRX8908681
SRX10229647,tissue_genotype,SRX8908682
SRX10229647,tissue_genotype,SRX10229653
SRX10229647,tissue_genotype,SRX10229654
SRX10229647,tissue_genotype,SRX10229655
SRX10229647,tissue_genotype,SRX10229656
SRX10229647,tissue_genotype,SRX10229657
SRX10229647,tissue_genotype,SRX10229658
SRX10229647,tissue_genotype,SRX10229659
SRX10229647,tissue_genotype,SRX10229660
SRX10229647,tissue_genotype,SRX10229661
SRX10229647,tissue_genotype,SRX10229662
SRX10229648,tissue_genotype,SRX1025885
SRX10229648,tissue_genotype,SRX1025886
SRX10229648,tissue_genotype,SRX8908671
SRX10229648,tissue_genotype,SRX8908672
SRX10229648,tissue_genotype,SRX8908673
SRX10229648,tissue_genotype,SRX8908674
SRX10229648,tissue_genotype,SRX8908675
SRX10229648,tissue_genotype,SRX8908676
SRX10229648,tissue_genotype,SRX8908677
SRX10229648,tissue_genotype,SRX8908678
SRX10229648,tissue_genotype,SRX8908679
SRX10229648,tissue_genotype,SRX8908680
SRX10229648,tissue_genotype,SRX8908681
SRX10229648,tissue_genotype,SRX8908682
SRX10229648,tissue_genotype,SRX10229653
SRX10229648,tissue_genotype,SRX10229654
SRX10229648,tissue_genotype,SRX10229655
SRX10229648,tissue_genotype,SRX10229656
SRX10229648,tissue_genotype,SRX10229657
SRX10229648,tissue_genotype,SRX10229658
SRX10229648,tissue_genotype,SRX10229659
SRX10229648,tissue_genotype,SRX10229660
SRX10229648,tissue_genotype,SRX10229661
SRX10229648,tissue_genotype,SRX10229662
SRX10229649,tissue_genotype,SRX1025885
SRX10229649,tissue_genotype,SRX1025886
SRX10229649,tissue_genotype,SRX8908671
SRX10229649,tissue_genotype,SRX8908672
SRX10229649,tissue_genotype,SRX8908673
SRX10229649,tissue_genotype,SRX8908674
SRX10229649,tissue_genotype,SRX8908675
SRX10229649,tissue_genotype,SRX8908676
SRX10229649,tissue_genotype,SRX8908677
SRX10229649,tissue_genotype,SRX8908678
SRX10229649,tissue_genotype,SRX8908679
SRX10229649,tissue_genotype,SRX8908680
SRX10229649,tissue_genotype,SRX8908681
SRX10229649,tissue_genotype,SRX8908682
SRX10229649,tissue_genotype,SRX10229653
SRX10229649,tissue_genotype,SRX10229654
SRX10229649,tissue_genotype,SRX10229655
SRX10229649,tissue_genotype,SRX10229656
SRX10229649,tissue_genotype,SRX10229657
SRX10229649,tissue_genotype,SRX10229658
SRX10229649,tissue_genotype,SRX10229659
SRX10229649,tissue_genotype,SRX10229660
SRX10229649,tissue_genotype,SRX10229661
SRX10229649,tissue_genotype,SRX10229662
SRX10229650,tissue_genotype,SRX1025885
SRX10229650,tissue_genotype,SRX1025886
SRX10229650,tissue_genotype,SRX8908671
SRX10229650,tissue_genotype,SRX8908672
SRX10229650,tissue_genotype,SRX8908673
SRX10229650,tissue_genotype,SRX8908674
SRX10229650,tissue_genotype,SRX8908675
SRX10229650,tissue_genotype,SRX8908676
SRX10229650,tissue_genotype,SRX8908677
SRX10229650,tissue_genotype,SRX8908678
SRX10229650,tissue_genotype,SRX8908679
SRX10229650,tissue_genotype,SRX8908680
SRX10229650,tissue_genotype,SRX8908681
SRX10229650,tissue_genotype,SRX8908682
SRX10229650,tissue_genotype,SRX10229653
SRX10229650,tissue_genotype,SRX10229654
SRX10229650,tissue_genotype,SRX10229655
SRX10229650,tissue_genotype,SRX10229656
SRX10229650,tissue_genotype,SRX10229657
SRX10229650,tissue_genotype,SRX10229658
SRX10229650,tissue_genotype,SRX10229659
SRX10229650,tissue_genotype,SRX10229660
SRX10229650,tissue_genotype,SRX10229661
SRX10229650,tissue_genotype,SRX10229662
SRX10229651,tissue_genotype,SRX1025885
SRX10229651,tissue_genotype,SRX1025886
SRX10229651,tissue_genotype,SRX8908671
SRX10229651,tissue_genotype,SRX8908672
SRX10229651,tissue_genotype,SRX8908673
SRX10229651,tissue_genotype,SRX8908674
SRX10229651,tissue_genotype,SRX8908675
SRX10229651,tissue_genotype,SRX8908676
SRX10229651,tissue_genotype,SRX8908677
SRX10229651,tissue_genotype,SRX8908678
SRX10229651,tissue_genotype,SRX8908679
SRX10229651,tissue_genotype,SRX8908680
SRX10229651,tissue_genotype,SRX8908681
SRX10229651,tissue_genotype,SRX8908682
SRX10229651,tissue_genotype,SRX10229653
SRX10229651,tissue_genotype,SRX10229654
SRX10229651,tissue_genotype,SRX10229655
SRX10229651,tissue_genotype,SRX10229656
SRX10229651,tissue_genotype,SRX10229657
SRX10229651,tissue_genotype,SRX10229658
SRX10229651,tissue_genotype,SRX10229659
SRX10229651,tissue_genotype,SRX10229660
SRX10229651,tissue_genotype,SRX10229661
SRX10229651,tissue_genotype,SRX10229662
SRX10229652,tissue_genotype,SRX1025885
SRX10229652,tissue_genotype,SRX1025886
SRX10229652,tissue_genotype,SRX8908671
SRX10229652,tissue_genotype,SRX8908672
SRX10229652,tissue_genotype,SRX8908673
SRX10229652,tissue_genotype,SRX8908674
SRX10229652,tissue_genotype,SRX8908675
SRX10229652,tissue_genotype,SRX8908676
SRX10229652,tissue_genotype,SRX8908677
SRX10229652,tissue_genotype,SRX8908678
SRX10229652,tissue_genotype,SRX8908679
SRX10229652,tissue_genotype,SRX8908680
SRX10229652,tissue_genotype,SRX8908681
SRX10229652,tissue_genotype,SRX8908682
SRX10229652,tissue_genotype,SRX10229653
SRX10229652,tissue_genotype,SRX10229654
SRX10229652,tissue_genotype,SRX10229655
SRX10229652,tissue_genotype,SRX10229656
SRX10229652,tissue_genotype,SRX10229657
SRX10229652,tissue_genotype,SRX10229658
SRX10229652,tissue_genotype,SRX10229659
SRX10229652,tissue_genotype,SRX10229660
SRX10229652,tissue_genotype,SRX10229661
SRX10229652,tissue_genotype,SRX10229662
SRX8961670,tissue_genotype,SRX1029431
SRX8961670,tissue_genotype,SRX1029432
SRX8961670,tissue_genotype,SRX1029433
SRX8961670,tissue_genotype,SRX3084742
SRX8961670,tissue_genotype,SRX3084743
SRX8961670,tissue_genotype,SRX3084744
SRX8961670,tissue_genotype,SRX3084745
SRX10484271,tissue_genotype,SRX10482343
SRX10484271,tissue_genotype,SRX10482344
SRX10484271,tissue_genotype,SRX10482345
SRX10484271,tissue_genotype,SRX10482349
SRX10484271,tissue_genotype,SRX10482350
SRX10484271,tissue_genotype,SRX10482351
SRX10484272,tissue_genotype,SRX10482343
SRX10484272,tissue_genotype,SRX10482344
SRX10484272,tissue_genotype,SRX10482345
SRX10484272,tissue_genotype,SRX10482349
SRX10484272,tissue_genotype,SRX10482350
SRX10484272,tissue_genotype,SRX10482351
SRX10484273,tissue_genotype,SRX10482343
SRX10484273,tissue_genotype,SRX10482344
SRX10484273,tissue_genotype,SRX10482345
SRX10484273,tissue_genotype,SRX10482349
SRX10484273,tissue_genotype,SRX10482350
SRX10484273,tissue_genotype,SRX10482351
SRX10484274,tissue_genotype,SRX10482346
SRX10484274,tissue_genotype,SRX10482347
SRX10484274,tissue_genotype,SRX10482348
SRX10484274,tissue_genotype,SRX10482352
SRX10484274,tissue_genotype,SRX10482353
SRX10484274,tissue_genotype,SRX10482354
SRX10484275,tissue_genotype,SRX10482346
SRX10484275,tissue_genotype,SRX10482347
SRX10484275,tissue_genotype,SRX10482348
SRX10484275,tissue_genotype,SRX10482352
SRX10484275,tissue_genotype,SRX10482353
SRX10484275,tissue_genotype,SRX10482354
SRX10484276,tissue_genotype,SRX10482346
SRX10484276,tissue_genotype,SRX10482347
SRX10484276,tissue_genotype,SRX10482348
SRX10484276,tissue_genotype,SRX10482352
SRX10484276,tissue_genotype,SRX10482353
SRX10484276,tissue_genotype,SRX10482354
SRX7583981,tissue_genotype,SRX3581357
SRX7583981,tissue_genotype,SRX3581358
SRX7583981,tissue_genotype,SRX3581359
SRX7583982,tissue_genotype,SRX3581357
SRX7583982,tissue_genotype,SRX3581358
SRX7583982,tissue_genotype,SRX3581359
SRX7583983,tissue_genotype,SRX3581357
SRX7583983,tissue_genotype,SRX3581358
SRX7583983,tissue_genotype,SRX3581359
SRX7583984,tissue_genotype,SRX3581357
SRX7583984,tissue_genotype,SRX3581358
SRX7583984,tissue_genotype,SRX3581359
SRX3892921,tissue_genotype,SRX7805813
SRX3892921,tissue_genotype,SRX7805814
SRX3892921,tissue_genotype,SRX4671909
SRX3892921,tissue_genotype,SRX4671910
SRX3892921,tissue_genotype,SRX4671911
SRX3892921,tissue_genotype,SRX4671913
SRX3892921,tissue_genotype,SRX6452001
SRX3892921,tissue_genotype,SRX6452002
SRX3892921,tissue_genotype,SRX6452003
SRX3892921,tissue_genotype,SRX6452004
SRX3892921,tissue_genotype,SRX6452005
SRX3892921,tissue_genotype,SRX6452006
SRX3892921,tissue_genotype,SRX10575792
SRX3892921,tissue_genotype,SRX10575793
SRX3892921,tissue_genotype,SRX10575794
SRX3892921,tissue_genotype,SRX5290969
SRX3892921,tissue_genotype,SRX5290970
SRX3892923,tissue_genotype,SRX7805813
SRX3892923,tissue_genotype,SRX7805814
SRX3892923,tissue_genotype,SRX4671909
SRX3892923,tissue_genotype,SRX4671910
SRX3892923,tissue_genotype,SRX4671911
SRX3892923,tissue_genotype,SRX4671913
SRX3892923,tissue_genotype,SRX6452001
SRX3892923,tissue_genotype,SRX6452002
SRX3892923,tissue_genotype,SRX6452003
SRX3892923,tissue_genotype,SRX6452004
SRX3892923,tissue_genotype,SRX6452005
SRX3892923,tissue_genotype,SRX6452006
SRX3892923,tissue_genotype,SRX10575792
SRX3892923,tissue_genotype,SRX10575793
SRX3892923,tissue_genotype,SRX10575794
SRX3892923,tissue_genotype,SRX5290969
SRX3892923,tissue_genotype,SRX5290970
